,Date Occurred,Crime Code,MO Codes,Address,Cross Street,Location,lat_lng,Zipcode
1191023,01/25/2011,121,0400 0443 0516 0527 1218 2004,7800    LANKERSHIM                   BL,,"(34.2121, -118.3878)","[34.2121, -118.3878]",91605
1191024,02/05/2011,121,0400 0516 0527 1218 2004,7800    LANKERSHIM                   BL,,"(34.2121, -118.3878)","[34.2121, -118.3878]",91605
1191025,02/20/2011,121,0400 0516 0536 0527 1218 2004,7800    LANKERSHIM                   BL,,"(34.2121, -118.3878)","[34.2121, -118.3878]",91605
1191626,04/05/2011,121,0520 0515 0516 0506 0507 0527 1259 1415 1409 1820,11000    FOOTHILL                     BL,,"(34.2745, -118.3706)","[34.2745, -118.3706]",91040
1191724,04/11/2011,121,0515 0510 0503 0527 0906 1206 1415 1816 1820 2001,11600    BROMONT                      AV,,"(34.2809, -118.4048)","[34.2809, -118.4048]",91342
1191957,04/22/2011,121,0500 1270 1300 1305,VINELAND,LORNE                        ST,"(34.2175, -118.3703)","[34.2175, -118.3703]",91605
1192407,05/07/2011,121,0536 0537 0527 0913,13500    JUDD                         ST,,"(34.2662, -118.4274)","[34.2662, -118.4274]",91331
1193223,06/20/2011,121,0515 0500 0523 0527 1402 1415,9200    CAYUGA                       AV,,"(34.2366, -118.3984)","[34.2366, -118.3984]",91605
1193404,06/30/2011,121,0305 0409 0421 0429 0515 0519 0510 1415 1414 1822,GLENOAKS                     BL,OSBORNE,"(34.2647, -118.4019)","[34.2647, -118.4019]",91331
1193494,07/04/2011,121,0429 0444 0533 0527 1415 1409 1414 1814 2000,7700    BECKETT                      ST,,"(34.2538, -118.3003)","[34.2538, -118.3003]",91040
1193611,07/09/2011,121,0334 0516 0507 0542 0532 0527 0526 1305 1415 1822,SAN FERNANDO                 RD,ALLEGHENY                    ST,"(34.2378, -118.3922)","[34.2378, -118.3922]",91605
1193938,07/22/2011,121,0360 0519 0510 0507 0501 0551 0532 0527 1258 1402,10900    FELLOWS                      AV,,"(34.2686, -118.4039)","[34.2686, -118.4039]",91331
1194027,07/26/2011,121,0334 0416 0419 0443 0520 0526 0908 1215 1415 1822,OSBORNE,TELFAIR,"(34.2517, -118.4129)","[34.2517, -118.4129]",91331
1194134,05/09/2011,121,0500 0527,10600    VANORA                       DR,,"(34.2605, -118.3279)","[34.2605, -118.3279]",91040
1194232,08/04/2011,121,0202 0334 0344 0416 0520 0507 0527 1215 1310 1822,FOOTHILL                     BL,ORCAS                        AV,"(34.2745, -118.3683)","[34.2745, -118.3683]",91040
1194834,07/25/2011,121,0400 0418 0537 0527 1251 1257 1305 1409 1822,SAN FERNANDO                 RD,VINELAND,"(34.2206, -118.3704)","[34.2206, -118.3704]",91605
1195461,10/02/2011,121,0400 0512 0515 0507 0510 0501 0527 1415 1409 1814,12000    ALLEGHENY                    ST,,"(34.2361, -118.3945)","[34.2361, -118.3945]",91605
1195821,10/07/2011,121,0360 0400 0515 0532 0527 1206,11300    HUNNEWELL                    AV,,"(34.2758, -118.3919)","[34.2758, -118.3919]",91342
1196071,10/21/2011,121,0429 0509 0501 0444 0532 0536 0527 1817,12300    SHELDON                      ST,,"(34.2344, -118.4005)","[34.2344, -118.4005]",91605
1196776,11/21/2011,121,,10000    AMBOY                        AV,,"(34.2518, -118.4218)","[34.2518, -118.4218]",91331
1196832,12/14/2011,121,0416 0342 1402 1822 0500,SUNLAND,SAN FERNANDO,"(34.2191, -118.369)","[34.2191, -118.369]",91605
1197267,03/18/2011,121,0516 0507 0504 0527 1414 1814,16600    KNAPP                        ST,,"(34.2384, -118.4949)","[34.2384, -118.4949]",91343
1197315,04/29/2011,121,0400 0408 0416 0508 0510 0527 1402 1814,8500    DE SOTO                      AV,,"(34.2246, -118.5885)","[34.2246, -118.5885]",91306
1197325,05/05/2011,121,0423 0436 0515 0448 0537 1402 1814,11200    DANUBE                       AV,,"(34.2742, -118.4749)","[34.2742, -118.4749]",91345
1197346,05/25/2011,121,0527 1206 1415 1822,19900    CHASE                        ST,,"(34.2246, -118.5667)","[34.2246, -118.5667]",91306
1197489,11/05/2011,121,0408 0421 0515 0516 0510 0504 0527 1415 1814 2000,11300    GAYNOR                       AV,,"(34.2755, -118.4808)","[34.2755, -118.4808]",91345
1198406,02/06/2011,121,0501 0537 0536 0527 1415 1823,19100    PARTHENIA                    ST,,"(34.2283, -118.5492)","[34.2283, -118.5492]",91324
1198861,02/28/2011,121,0515 0507 0510 0503 0527 1206 1415 1409 1402 1817,10200    ETIWANDA                     AV,,"(34.2555, -118.5323)","[34.2555, -118.5323]",91324
1200280,04/26/2011,121,0522 0510 0503 0536 0532 0527 1258 1402 1820,8500    DE SOTO                      AV,,"(34.2246, -118.5885)","[34.2246, -118.5885]",91306
1200495,05/08/2011,121,1206 1220 1402 1820,16300    NAPA                         ST,,"(34.2266, -118.4873)","[34.2266, -118.4873]",91343
1201793,06/14/2011,121,0527 1402 1415 1814,20400    ROSCOE                       BL,,"(34.2201, -118.5776)","[34.2201, -118.5776]",91306
1202632,08/03/2011,121,0527 1206 1814,18500    STARE                        ST,,"(34.2525, -118.5385)","[34.2525, -118.5385]",91324
1203072,07/09/2011,121,0516 0537 0527 1814 2000,18500    PRAIRIE                      ST,,"(34.2391, -118.5361)","[34.2391, -118.5361]",91324
1203293,08/28/2011,121,0429 0448 0527 1822,9200    RESEDA                       BL,,"(34.2373, -118.5361)","[34.2373, -118.5361]",91324
1203549,06/16/2011,121,0527 1011 0940 1206 1820,17000    STARE                        ST,,"(34.253, -118.5035)","[34.253, -118.5035]",91343
1203677,09/12/2011,121,0522 0510 0537 0532 0527 0913 1402 1415,RESEDA                       BL,SESNON,"(34.2957, -118.5437)","[34.2957, -118.5437]",91326
1204078,09/28/2011,121,0527 0913 1415 1409,19300    LONDELIUS                    ST,,"(34.2299, -118.5536)","[34.2299, -118.5536]",91324
1204677,10/24/2011,121,0515 1236 1402,17600    LASSEN                       ST,,"(34.2504, -118.5178)","[34.2504, -118.5178]",91325
1204708,06/15/2011,121,0500,ZELZAH                       AV,PLUMMER                      ST,"(34.2449, -118.5233)","[34.2449, -118.5233]",91325
1204784,10/26/2011,121,0400 0519 0532 0527 1415 1402 1813 2000,9200    WOODLEY                      AV,,"(34.2375, -118.485)","[34.2375, -118.485]",91343
1204900,09/09/2011,121,0527 0913 1206 1415,20500    GRESHAM                      ST,,"(34.2306, -118.5801)","[34.2306, -118.5801]",91306
1204911,10/15/2011,121,0537 0527 1259 1817,ZELZAH                       AV,KINZIE                       ST,"(34.2486, -118.5233)","[34.2486, -118.5233]",91325
1205067,11/08/2011,121,0408 0516 0500 0448 0537 0530 0536 0527 1415 1823,18000    DEVONSHIRE                   ST,,"(34.2573, -118.5255)","[34.2573, -118.5255]",91324
1205745,12/02/2011,121,1402 1415 1409 0913,11400    HAYVENHURST                  AV,,"(34.2775, -118.4934)","[34.2775, -118.4934]",91344
1206109,09/22/2011,121,0342 0913 0527,10000    DE SOTO                      AV,,"(34.2518, -118.5886)","[34.2518, -118.5886]",91324
1206385,01/07/2011,121,0527 0906 0913 1261,600 W  119TH                        ST,,"(33.9249, -118.2848)","[33.9249, -118.2848]",90061
1206394,01/09/2011,121,0521 1215 1402,FIGUEROA                     ST,91ST                         ST,"(33.9543, -118.2827)","[33.9543, -118.2827]",90044
1206562,04/11/2011,121,0334 0424 0519 0516 0507 0500 1215 1305 1402,98TH                         ST,FIGUEROA,"(33.9473, -118.2869)","[33.9473, -118.2869]",90044
1206578,04/16/2011,121,0400 0406 0416 0537 0527 1262,700 W  COLDEN                       AV,,"(33.9492, -118.2869)","[33.9492, -118.2869]",90044
1206810,08/20/2011,121,0344 0527 1202 1300,104TH                        ST,AVALON,"(33.9419, -118.2652)","[33.9419, -118.2652]",90002
1206822,08/29/2011,121,0112 0507 0526 0527 0908 1019 1259 1310 1415 1822,107TH                        ST,SPRING                       ST,"(33.9392, -118.2762)","[33.9392, -118.2762]",90044
1206857,09/24/2011,121,0302 0334 0400 0432 0542 0536 0527 1402 1817 1820,10300 S  BROADWAY,,"(33.9428, -118.2781)","[33.9428, -118.2781]",90044
1206860,09/24/2011,121,1300 1822 0302 0432 0501 0400 0542 0527 1305,112TH                        ST,MAIN                         ST,"(33.933, -118.2739)","[33.933, -118.2739]",90061
1206929,11/08/2011,121,0329 0400 0429 0527,800 W  MANCHESTER                   AV,,"(33.9601, -118.287)","[33.9601, -118.287]",90044
1206959,12/07/2011,121,1258 0527,400 W  CENTURY                      BL,,"(33.9456, -118.2803)","[33.9456, -118.2803]",90044
1206983,12/28/2011,121,0512 0515 0500 0527 1206 1261,600 E  113TH                        ST,,"(33.932, -118.2652)","[33.932, -118.2652]",90061
1207922,02/09/2011,121,0400 0501 1402 1415,8800 S  CENTRAL                      AV,,"(33.9574, -118.2564)","[33.9574, -118.2564]",90002
1208293,02/24/2011,121,0500 0527,9200 S  FIGUEROA                     ST,,"(33.9528, -118.2827)","[33.9528, -118.2827]",90044
1208637,03/09/2011,121,0527 1415 2000,13000 S  VERMONT                      AV,,"(33.9144, -118.2916)","[33.9144, -118.2916]",90061
1208962,02/28/2011,121,0340 0400 0432 0542 0526 0527 1259 1817,400 W  99TH                         ST,,"(33.9465, -118.2804)","[33.9465, -118.2804]",90044
1209054,02/13/2011,121,0510 0537 0536 0527 0913 1251 1259 1309,8600 S  MAIN                         ST,,"(33.9601, -118.2739)","[33.9601, -118.2739]",90003
1209102,03/26/2011,121,0408 0432 0500 0542 0532 0527 1415 1409 1817 1814,400 W  88TH                         ST,,"(33.9574, -118.2813)","[33.9574, -118.2813]",90003
1209459,04/06/2011,121,0414 0419 0418 0510 0503 0500 0527 1259 1305 1822,111TH                        ST,MAIN                         ST,"(33.9348, -118.2739)","[33.9348, -118.2739]",90061
1210000,04/27/2011,121,0400 0526 0527 1300 1313 0918 0418,MANCHESTER,BROADWAY,"(33.9601, -118.2782)","[33.9601, -118.2782]",90003
1210122,04/26/2011,121,0342 0515 0527 1206 1262 1817 2002,95TH,FIGUEROA                     ST,"(33.9501, -118.2827)","[33.9501, -118.2827]",90044
1210175,04/30/2011,121,0400 0538 0537 0527 0602 1241 2002 2000,400 W  90TH                         ST,,"(33.9551, -118.2812)","[33.9551, -118.2812]",90044
1211023,06/02/2011,121,0400 0408 0506 0540 0538 0532 0527 1002 1300 1402,IMPERIAL                     HY,AVALON                       BL,"(33.931, -118.2652)","[33.931, -118.2652]",90061
1211102,05/29/2011,121,0305 0319 0429 0522 0516 0510 0501 0532 0906 1817,103RD                        ST,SAN PEDRO,"(33.9429, -118.2695)","[33.9429, -118.2695]",90003
1211259,06/11/2011,121,0400 0527 0906 2000,700 E  103RD                        ST,,"(33.9433, -118.2625)","[33.9433, -118.2625]",90002
1211306,06/10/2011,121,0533 1215 1415 1402 1815,100 E  COLDEN                       AV,,"(33.9492, -118.2739)","[33.9492, -118.2739]",90003
1211568,06/17/2011,121,0400 0527 1820,700 E  118TH                        ST,,"(33.9265, -118.2622)","[33.9265, -118.2622]",90061
1211852,04/22/2011,121,0360 0400 0504,500 W  113TH                        ST,,"(33.932, -118.2826)","[33.932, -118.2826]",90061
1211979,07/05/2011,121,0344 0400 0432 0507 0504 0527 0526 1300 1402 1817,1600 E  95TH                         ST,,"(33.9507, -118.2461)","[33.9507, -118.2461]",90002
1212567,07/11/2011,121,0533 0527,400 E  111TH                        PL,,"(33.9339, -118.2673)","[33.9339, -118.2673]",90061
1212606,07/23/2011,121,0527 1259 1402,94TH,VERMONT,"(33.951, -118.2916)","[33.951, -118.2916]",90044
1212833,08/03/2011,121,0432 0504 0527 0602 0556 1259 1415 2000,1700 E  111TH                        PL,,"(33.9339, -118.2434)","[33.9339, -118.2434]",90059
1213295,07/01/2011,121,0527 0906 2000,700 E  103RD                        ST,,"(33.9433, -118.2625)","[33.9433, -118.2625]",90002
1213387,08/22/2011,121,0527 1259 1415,9400 S  FIGUEROA                     ST,,"(33.951, -118.2827)","[33.951, -118.2827]",90044
1213470,07/10/2011,121,0400 0532 0527 1814 2000,300 E  104TH                        ST,,"(33.9419, -118.2695)","[33.9419, -118.2695]",90002
1213560,08/29/2011,121,0413 0510 0507 0503 0532 0527 1259 1402 1817,1500 E  99TH                         ST,,"(33.947, -118.248)","[33.947, -118.248]",90002
1213827,08/29/2011,121,0507 0545 1258,1100 E  118TH                        DR,,"(33.9253, -118.2557)","[33.9253, -118.2557]",90059
1213897,07/30/2011,121,0527,104TH                        ST,BROADWAY,"(33.9419, -118.2781)","[33.9419, -118.2781]",90044
1214179,09/18/2011,121,0541 0400 0527 0906,99TH,FIGUEROA,"(33.9464, -118.2826)","[33.9464, -118.2826]",90044
1214717,10/05/2011,121,0408 0519 0542 0541 0536 0527 0906 1020 1215 1817,105TH,DENVER,"(33.9408, -118.2848)","[33.9408, -118.2848]",90044
1215169,10/22/2011,121,0519 0507 0542 0531 0526 0527 1305 1313 1402 1822,145TH,ORCHARD,"(33.9003, -118.2876)","[33.9003, -118.2876]",90247
1215805,09/17/2011,121,0369 0522 0527 1258 1228 1251 1822 2002 0400,103RD                        ST,SUCCESS,"(33.9433, -118.2491)","[33.9433, -118.2491]",90002
1216259,12/02/2011,121,0408 0519 0508 0507 0504 0531 0536 0527 1215 1415,88TH                         ST,GRAND                        AV,"(33.9574, -118.2803)","[33.9574, -118.2803]",90003
1216405,12/07/2011,121,1822 0319 0443 0542 0537 0531 0527 1020 1415 0400,10400    AVALON                       BL,,"(33.9419, -118.2652)","[33.9419, -118.2652]",90002
1216421,12/07/2011,121,1300 0429 1822 1402 0305 0408 0503 0537 1415 0400,800 W  97TH                         ST,,"(33.9478, -118.2893)","[33.9478, -118.2893]",90044
1216517,12/06/2011,121,,MENLO                        ST,MANCHESTER                   BL,"(33.9601, -118.2904)","[33.9601, -118.2904]",90044
1216605,12/16/2011,121,0400 0421 1302 1820,MANCHESTER                   AV,HOOVER                       ST,"(33.9601, -118.287)","[33.9601, -118.287]",90044
1216870,12/26/2011,121,0305 1822 0400 0501 0530,103RD                        ST,COMPTON                      BL,"(33.9433, -118.2462)","[33.9433, -118.2462]",90002
1217233,05/25/2011,121,0429 0516 0510 0503 0537 0527 1259 1402 1817,9300    VAN NUYS                     BL,,"(34.2391, -118.4502)","[34.2391, -118.4502]",91402
1217242,06/08/2011,121,0429 0444 0537 0536 1259 1402 1820,VAN NUYS,BLYTHE,"(34.2152, -118.4488)","[34.2152, -118.4488]",91405
1217298,07/13/2011,121,0527 1821 1817 2000,9900    WOODMAN                      AV,,"(34.2502, -118.4502)","[34.2502, -118.4502]",91345
1217303,07/13/2011,121,0334 0360 0416 0421 0448 0537 0536 0527 1402 1415,9000    COLUMBUS                     AV,,"(34.2337, -118.4654)","[34.2337, -118.4654]",91343
1217317,07/26/2011,121,0537 0527 1402 1817 1813 2000,13200    DE FOE                       AV,,"(34.3104, -118.4585)","[34.3104, -118.4585]",91340
1217319,07/28/2011,121,0358 0537 0531 0527 1402 1415 2000 1821,13100    BROMONT                      AV,,"(34.3097, -118.4365)","[34.3097, -118.4365]",91340
1217385,09/05/2011,121,0510 0503 0537 0536 0527 1817 1415 1402,8300    MURIETTA                     AV,,"(34.2227, -118.4392)","[34.2227, -118.4392]",91402
1217401,09/15/2011,121,0302 0416 0418 0528 0527 1022 1305 1402 1415 1822,PARTHENIA,CEDROS,"(34.2282, -118.4553)","[34.2282, -118.4553]",91402
1217414,09/24/2011,121,0381 0416 0443 0516 0551 0527 1402 1817 1814 2000,9000    COLUMBUS                     AV,,"(34.2337, -118.4654)","[34.2337, -118.4654]",91343
1217449,10/21/2011,121,0301 0401 0510 0501 0537 0532 0527 1259 1817 1814,13400    SUNBURST                     ST,,"(34.2441, -118.4253)","[34.2441, -118.4253]",91331
1217461,10/18/2011,121,0319 0417 0515 0537 0536 0527 1817 1821 2000,9800    VESPER                       AV,,"(34.2492, -118.4502)","[34.2492, -118.4502]",91402
1217486,11/19/2011,121,1402 1822 0501 0532 0527 1206 1262 1817,10500    WOODALE                      AV,,"(34.2616, -118.45)","[34.2616, -118.45]",91345
1218352,01/22/2011,121,0537 0527 1206 1820 2002,13800    BROMWICH                     ST,,"(34.2324, -118.4334)","[34.2324, -118.4334]",91402
1218550,02/12/2011,121,0305 0342 0344 0416 0419 0444 0527 0528 1022 1305,8500    SEPULVEDA                    BL,,"(34.2247, -118.4677)","[34.2247, -118.4677]",91343
1218797,02/22/2011,121,0514 0512 0516 0547 0531 0527 1018 1402 1814 2000,9100    SEPULVEDA                    BL,,"(34.2355, -118.4676)","[34.2355, -118.4676]",91343
1219734,04/03/2011,121,0520 0533 0527 1402,SEPULVEDA                    BL,NORDHOFF                     BL,"(34.2355, -118.4676)","[34.2355, -118.4676]",91343
1219776,03/27/2011,121,0360 0516 0503 0537 0527,7900    BURNET                       AV,,"(34.2155, -118.4636)","[34.2155, -118.4636]",91405
1220198,04/20/2011,121,0357 0369 0424 0510 0534 0526 0527 0558 1309 1402,13800    FOOTHILL                     BL,,"(34.3102, -118.4338)","[34.3102, -118.4338]",91340
1220385,04/27/2011,121,0416 0527 1402,SEPULVEDA                    BL,PARTHENIA                    ST,"(34.2283, -118.4676)","[34.2283, -118.4676]",91343
1220475,04/29/2011,121,0527 1402 1820,9800    ORION                        AV,,"(34.2485, -118.4718)","[34.2485, -118.4718]",91343
1220579,05/07/2011,121,0520 0506 0507 0537 0527 1259 1820 1913,8800    LANGDON                      AV,,"(34.2301, -118.4698)","[34.2301, -118.4698]",91343
1221104,05/18/2011,121,0319 0429 0515 0503 0527 1206 1817,NORDHOFF,SEPULVEDA,"(34.2355, -118.4676)","[34.2355, -118.4676]",91343
1221241,05/22/2011,121,0537 0527,AZTEC,GLENOAKS,"(34.3002, -118.4401)","[34.3002, -118.4401]",91340
1221747,06/18/2011,121,0537 0526 0527 1822,12100    YOUNGDALE                    AV,,"(34.2895, -118.4572)","[34.2895, -118.4572]",91340
1222280,05/28/2011,121,0519 0516 0537 0526 0527 1206 1259 1817 1820,WOODALE                      AV,HOYT                         ST,"(34.2518, -118.4398)","[34.2518, -118.4398]",91331
1222685,07/18/2011,121,0527 1206 1820 2002,8200    ORION                        AV,,"(34.2195, -118.4721)","[34.2195, -118.4721]",91343
1223101,08/02/2011,121,0338 0421 0429 0443 0518 0449 0527 1020 1268 1822,ROSCOE,WILLIS,"(34.2215, -118.4553)","[34.2215, -118.4553]",91402
1223403,08/18/2011,121,0302 0353 0418 0515 0506 0550 0542 0551 0527 1022,SAN FERNANDO,NOBLE,"(34.2752, -118.4603)","[34.2752, -118.4603]",91345
1223553,08/25/2011,121,0409 0519 0504 0448 0542 0527 0913 1817,BEACHY,TERRA BELLA,"(34.2457, -118.4357)","[34.2457, -118.4357]",91402
1223885,08/31/2011,121,0527 0526 1206 1817 1820,14600    TUPPER                       ST,,"(34.2391, -118.4502)","[34.2391, -118.4502]",91402
1224083,09/12/2011,121,0422 0522 0510 0537 0531 0527 1013 1402 1415 1820,13500    VIA SANTA CLARA,,"(34.3168, -118.3997)","[34.3168, -118.3997]",91342
1224164,03/01/2011,121,0413 0421 0501 0537 0532 0527 1817 1807 1822,13600    CANTARA                      ST,,"(34.2193, -118.4559)","[34.2193, -118.4559]",91402
